aba-aba;;aba-aba;;;;;
abad;;abad;;;;;
aju;;aju;usul;;;;
ajudan;;ajudan;;;;;
akad;;akad;;;;;
akademi;;akademi;akademi;;;;
akal;api;akal;pikeghan;;;;
akal;nyow;akal;pikiran;;;;
akan;api;haga;;;;;
akan;nyow;ago;;;;;
akar;api;bakak;;;;;
akar;nyow;wakak;;;;;
akbar;;akbar;;;;;
akhir;api;akhir;aghegh;;;;
akhir;nyow;akhir;;;;;
akibat;api;akibat;padah;sekilu;;;
akibat;nyow;akibat;masso;padah;;;
akrab;;akrab;;;;;
aksara;api;aksara;had;sughat;tulis;;
aksara;nyow;aksara;had;surat;tulis;;
akte;;akte;;;;;
aktif;;aktif;;;;;
aktris;;aktris;;;;;
aku;api;nyak ;sikam;hikam;sekindua;;
aku;nyow;nyak ;ikam;hambo;;;
akur;api;akogh;;;;;
akur;nyow;akur;;;;;
alam;;alam;;;;;
alamat;api;alamat;pok jengan;;;;
alamat;nyoe;alamat;pek;pok;;;
alasan;;alasan;;;;;
alat;;alat;;;;;
album;;album;;;;;
algojo;;algojo;tukang pukul;;;;
alhamdulillah;;alhamdulillah;;;;;
alias;api;samaghan;;;;;
alias;nyow;samaran;;;;;
alif;;alif;;;;;
alih;api;alih;pindah;malih;;;
alih;nyow;alih;pindah;;;;
alim;;alim;;;;;
aliran;api;hilian;alighan;;;;
aliran;nyow;hilian;ilian;aliran;;;
alis;;alis;;;;;
aljabar;;aljabar;;;;;
alkisah;api;alkisah;ceghita;;;;
alkisah;nyow;alkisah;cerito;;;;
alkohol;;alkohol;;;;;
allah;;allah;;;;;
almanak;;almenak;tanggalan;kalender;;;
almarhum;;almarhum;;;;;
almari;api;lemaghi;;;;;
almari;nyow;lemarei;;;;;
almasih;;almasih;almasih;;;;
alot;;alot;susah;sosah;;;
alpa;;alpa;alpa;;;;
alpokat;;alpokat;alpukat;;;;
alu;api;allu;hallu;;;;
alu;nyow;alleu;;;;;
aluminium;;aluminium;aluminium;;;;
alun;api;humbak;umbak;;;;
alun;nyow;umbak;;;;;
alur;;alur;;;;;
amal;;amal;;;;;
aman;;aman;;;;;
amanat;;amanat;;;;;
amar;api;peghintah;;;;;
amar;nyow;perittah;;;;;
amat;api;mati;;;;;
amat;nyow;matei;;;;;
amatir;;amatir;amatir;;;;
ambal;api;ambal;hambal;;;;
ambal;nyow;ambal;;;;;
ambang;api;depan;hadap;;;;
ambang;nyow;depan;;;;;
ambil;api;akuk;;;;;
ambil;nyow;akuk;cattik;;;;
ambisi;api;ambisi;napsu;;;;
ambisi;nyow;ambisi;napseu;;;;
amblas;;amblas;;;;;
ambruk;api;ambruk;ghubuh;ghungkak;;;
ambruk;nyow;ambruk;rubuh;;;;
ambur;api;ambugh;hambugh;;;;
ambur;nyow;ambur;hambur;;;;
amerika;;amerika;;;;;
amin;;amin;;;;;
amir;;amir;;;;;
amis;api;amis;hanni;;;;
amis;nyow;amis;hannei;;;;
amonia;;amonia;;;;;
ampas;api;ampas;ledok;;;;
ampas;nyow;ampas;;;;;
amplop;;amplop;;;;;
ampuh;;ampuh;hibat;;;;
ampun;api;ampun;;;;;
ampun;nyow;appun;;;;;
amuk;;amuk;;;;;
anak;;anak;sanak;;;;
ancam;api;ancam;ngancam;;;;
ancam;nyow;accam;ngaccam;;;;
ancur;api;ancogh;hancogh;;;;
ancur;nyow;accur;haccur;;;;
anda;api;niku;pusekam;tuan;pun;;
anda;nyow;nikeu;sekam;tuan;pun;;
andai;api;andai;umpama;contoh;;;
andai;nyow;andai;uppamo;citteu;;;
andalas;;andalas;;;;;
andil;;andil;;;;;
andong;;andong;;;;;
anduk;;anduk;handuk;;;;
aneh;api;aneh;nyali;mak biasa;;;
aneh;nyow;aneh;nyalei;tak biaso;;;
angat;api;andop;handop;;;;
angat;nyow;andep;handep;;;;
anggap;api;anggop;;;;;
anggap;nyow;anggep;;;;;
anggota;;anggota;;;;;
angguk;api;angguk;ngangguk;cunggok;;;
angguk;nyow;angguk;ngangguk;cunggek;;;
anggun;api;anggun;helau;betik;ghajin;;
anggun;nyow;anggun;wawai;;;;
anggur;api;anggogh;;;;;
anggur;nyow;anggur;;;;;
angin;;angin;;;;;
angka;api;angka;bilangan;;;;
angka;nyow;akko;bilangan;;;;
angkara;api;angkagha;;;;;
angkara;nyow;angkaro;;;;;
angkasa;;langik;;;;;
angkat;api;angkat;;;;;
angkat;nyow;akkat;;;;;
angker;api;angker;keghamat;;;;
angker;nyow;angker;;;;;
angket;;angket;;;;;
angkuh;api;angkuh;sombong;pongah;;;
angkuh;nyow;angkuh;sumbung;pungah;;;
angkut;api;angkut;atot;batok;;;
angkut;nyow;akut;atet;bou;;;
angpao;;angpao;;;;;
angsa;api;angsa;;;;;
angsa;nyow;angsa;asso;;;;
angsur;;angsur;kridit;cicil;;;
angus;api;angus;hangus;;;;
angus;nyow;angus;;;;;
aniaya;api;aniaya;siksa;;;;
aniaya;nyow;aniayo;sisso;;;;
anjing;api;asu;kaci;;;;
anjing;nyow;kuyuk;asseu;;;;
anjur;;anjur;ajak;;;;
antar;api;antak;;;;;
antar;nyow;attak;;;;;
antara;api;antagha;lat;;;;
antara;nyow;antaro;lat;;;;
antena;;antena;;;;;
anti;;anti;;;;;
antik;;antik;;;;;
anting;;anting;subang;;;;
anugrah;api;anugrah;penginjuk;;;;
anugrah;nyow;anugrah;pengejuk;;;;
anut;api;anut;tutuk;kut;;;
anut;nyow;anut;tutuk;;;;
anyam;;anyam;;;;;
anyelir;;anyelir;;;;;
apa;api;api;;;;;
apa;nyow;nyo;;;;;
apabila;api;apabila;kilamon;kantu;kintu;;
apabila;nyow;apabila;lamen;katteu;;;
apalagi;api;apilagi;;;;;
apalagi;nyow;nyolagei;;;;;
apam;api;apam;;;;;
apam;nyow;apem;;;;;
apel;;apel;;;;;
apes;;apes;sial;;;;
api;;apui;;;;;
apik;api;helau;;;;;
apik;nyow;wawai;;;;;
apotek;;apotek;;;;;
apoteker;;apoteker;;;;;
apung;api;apung;lampung;;;;
apung;nyow;apung;lappung;;;;
arah;api;aghah;haguk;abah;;;
arah;nyow;arah;aghah;;;;
arak;api;aghak;;;;;
arak;nyow;arak;;;;;
aral;;hal;halangan;;;;
arang;api;aghang;;;;;
arang;nyow;arang;;;;;
arbei;;arbei;;;;;
arca;;arca;;;;;
arena;api;arena;sungi;;;;
arena;nyow;arena;pek;beng;;;
arif;;arif;bijak;;;;
arisan;;arisan;;;;;
arit;api;aghit;candung kawik;;;;
arit;nyow;arit;;;;;
arloji;;jam tangan;;;;;
armada;api;armada;angkutan;kendaraan;;;
armada;nyow;armada;akkutan;kendaraan;;;
arsip;;arsip;;;;;
arsitek;arsitek;arsitek;;;;;
arti;api;gheti;ghatti;;;;
arti;nyow;retei;;;;;
artikel;;artikel;;;;;
artis;;artis;;;;;
arus;api;arus;aghus;;;;
arus;nyow;arus;;;;;
arwah;;arwah;ruh;;;;
asa;api;asa;haghapan;;;;
asa;nyow;asa;harepan;;;;
asah;;asah;mengasah;;;;
asal;;asal;;;;;
asam;api;asom ;peghos;;;;
asam;nyow;asem;isem;;;;
asap;api;asok;hasok;;;;
asap;nyow;asok;asek;;;;
asar;api;asagh;;;;;
asar;nyow;asar;;;;;
asas;api;asas;dasagh;;;;
asas;nyow;asas;dasar;;;;
asbes;;asbes;;;;;
asin;api;asin;;;;;
asin;nyow;masin;;;;;
asing;;asing;;;;;
asisten;;asisten;;;;;
asli;api;asli;;;;;
asli;nyow;aslei;;;;;
aspal;;aspal;;;;;
aspek;;aspek;;;;;
asrama;;asrama;;;;;
astaga;;astaga;;;;;
asuh;api;asuh;ngasuh;andan;isik;;
asuh;nyow;asuh;ngasuh;isik;;;
asuransi;api;asuransi;;;;;
asuransi;nyow;asuransei;;;;;
asut;api;hasut;;;;;
asut;nyow;asut;ngasut;;;;
asyik;api;hal;halangan;;;;
asyik;nyow;asyik;bangik;bangek;;;
atap;api;hatok;;;;;
atap;nyow;atap;unggak;;;;
atas;api;atas;unggak;lambung;;;
atas;nyow;atas;unggak;;;;
atau;api;atau;astawa;atawa;;;
atau;nyow;atau;;;;;
atlas;;atlas;;;;;
atom;;atum;;;;;
atur;api;atogh;ngatogh;;;;
atur;nyow;atur;mengatur;;;;
aula;;aula;;;;;
aulia;;aulia;;;;;
aurat;;aurat;kejanguh;;;;
aus;;cadang;;;;;
auto;;auto;;;;;
awak;;anak buah;anggota;;;;
awal;api;awal;mamula;peghtama;;;
awal;nyow;awal;mulo;pertamo;;;
awan;api;ghayyuk;highuk;;;;
awan;nyow;sabek;;;;;
awet;;awet;tahan;;;;
ayah;;buya;bak;apak;mang;abah;
ayak;;ayak;;;;;
ayam;;manuk;;;;;
ayan;api;ayan;lawang bangkai;;;;
ayan;nyow;ayan;lawang bakkai;;;;
ayat;;ayat;;;;;
ayo;api;payu;pah;ayu;lapah;;
ayo;nyow;payeu;pah;lapah;;;
ayun;api;ayun;ambat;;;;
ayun;now;ayun;;;;;
azas;;azas;dasagh;prinsip;;;
azasi;;azasi;;;;;
azimat;;azimat;jimat;jemat;;;
azis;;azis;;;;;
bab;;bab;;;;;
babad;;ghiwayat;;;;;
babak;api;babak;ronde;;;;
babak;nyow;babak;ronde;pattilan;;;
babat;api;babat;kusi;;;;
babat;nyow;babat;kusei;;;;
babi;;babui;;;;;
babtis;;babtis;;;;;
babu;api;babu;jongos;;;;
babu;nyow;babuk;jongos;;;;
baca;api;baca;ngebaca;;;;
baca;nyow;baco;ngebaco;;;;
bacok;;pagas;magas;peppuk;;;
badai;;badai;;;;;
badak;;badak;;;;;
badan;;badan;;;;;
badaniyah;;badaniyah;;;;;
badar;api;badagh;;;;;
badar;nyow;badar;;;;;
badik;;badik;;;;;
badminton;;badminton;bulu tangkis;;;;
badut;;badut;;;;;
bagai;api;gegoh;umpama;;;;
bagai;nyow;gegeh;uppamo;;;;
bagan;;bagan;;;;;
bagasi;api;bagasi;;;;;
bagasi;nyow;bagasei;;;;;
bagi;api;bagi;;;;;
bagi;nyow;bagei;;;;;
bagian;;bagian;;;;;
baginda;api;baginda;;;;;
baginda;nyow;bagindo;;;;;
bagus;api;helau;betik;peghigol;;;
bagus;nyow;wawai;prigel;;;;
bahadur;;pahlawan;satria;;;;
bahagia;api;bahagia;balak hati;;;;
bahagia;nyow;bahagia;balak atei;;;;
bahala;api;bahalla;bahla;bahaya;;;
bahala;nyow;bahallo;bahayo;;;;
bahan;;bahan;;;;;
bahana;;bahana;;;;;
bahari;api;bahari;lawok;;;;
bahari;nyow;bahari;lawet;;;;
bahas;;bahas;;;;;
bahasa;api;bahasa;cawa;kicik;;;
bahasa;nyow;bahaso;cawo;ngumung;;;
bahkan;;bahkan;;;;;
bahtera;api;haghungan;;;;;
bahtera;nyow;harungan;;;;;
bahwa;api;bahwa;;;;;
bahwa;nyow;bahwo;;;;;
baid;;baid;;;;;
baiduri;api;baiduri;;;;;
baiduri;nyow;baidurei;;;;;
baik;api;betik;helau;;;;
baik;nyow;wawai;;;;;
bait(rumah);api;jengan;nuwa;lamban;mahan;;
bait(rumah);nyow;jengan;nuwo;;;;
baja;api;baja;;;;;
baja;nyow;bajo;;;;;
bajak;;bajak;;;;;
bajing;api;tupai;;;;;
bajing;nyow;tupai;topai;;;;
baju;;kawai;;;;;
bakal;;bakal;cikal;;;;
bakar;;suwah;;;;;
bakat;;bakat;;;;;
bakau;;bakau;;;;;
bakmi;;bakmi;;;;;
baku;api;baku;dasagh;;;;
baku;nyow;baku;dasar;;;;
bakul;;bakul;;;;;
bakung;;bakung;;;;;
bal;;bal;;;;;
bala(tentara);api;bala;;;;;
bala(tentara);nyow;balo;;;;;
balai;;balai;;;;;
balam(tumbuhan);api;balom;;;;;
balam(tumbuhan);nyow;balem;;;;;
balap;;balap;;;;;
balas;api;balos;;;;;
balas;nyow;bales;;;;;
baligh;;balegh;;;;;
balik;;balik;;;;;
baling;api;baling;tikkegh;kincigh;;;
baling;nyow;baling;tikkir;kiccir;;;
balkon;;balkon;;;;;
balok;api;balok;baluk;;;;
balok;nyow;balok;;;;;
balon;;balon;debung;;;;
balur;;ghusap;ghapus;;;;
balut;api;balut;bungkus;lapis;;;
balut;nyow;balut;bukkus;lapis;;;
bambu;api;buluh peghing;awogh;awi;;;
bambu;nyow;buluh peghing;kawegh;;;;
ban;;ban;;;;;
banci;api;banci;;;;;
banci;nyow;baccei;;;;;
bandar;api;bandagh;;;;;
bandar;nyow;bandar;;;;;
bandel;api;bandel;layok hulu;;;;
bandel;nyow;bandel;;;;;
banderol;;banderol;;;;;
banding;;banding;;;;;
bandul;;bandul;;;;;
bang;api;kiyai;adin udo;kaka;bang;;
bang;nyow;bang;ratu;daying;;;
bangau;;bangau;;;;;
bangga;api;bangga;;;;;
bangga ;nyow;banggo;;;;;
bangka;;bangka;;;;;
bangkai;api;bangkai;;;;;
bangkai;nyow;bakkai;;;;;
bangkang;api;bangkang;bantah;ngebattah;;;
bangkang;nyow;bangkang;battah;ngebattah;;;
bangkit;api;bangkit;minjak;temegi;tegi;;
bangkit;nyow;bakkit;minjak;teggak;;;
bangku;api;bangku;;;;;
bangku;nyow;bakku;;;;;
bangsa;api;bangsa;bassa;;;;
bangsa;nyow;bangso;basso;;;;
bangsal;;bangsal;;;;;
bangsat;api;bangsat;kughang;ajagh;;;
bangsat;nyow;bangsat;kurang ajar;;;;
bangsawan;;bangsawan;;;;;
bangun;api;minjak;ngebangun;;;;
bangun;nyow;minjak;miyah;ngebangun;;;
banjar;api;banjagh;jejegh;;;;
banjar;nyow;banjar;jejegh;jejer;;;
banjir;api;banjegh;;;;;
banjir;nyow;banjir;;;;;
bantah;api;bantah;;;;;
bantah;nyow;battah;;;;;
bantai;api;bantai;ngebantai;;;;
bantai;nyow;battai;ngebattai;;;;
bantal;api;bantal;;;;;
bantal;nyow;battal;;;;;
banteng;;banteng;;;;;
banter;;banter;;;;;
banting;api;banting;pattos;ngebanting;;;
banting;nyow;batting;ngebatting;;;;
bantu;api;bantu;tulung;;;;
bantu;nyow;batteu;tulung;;;;
banyak;api;lamon;nayah;;;;
banyak;nyow;nayah;;;;;
banyol;api;gughau;ngelucu;;;;
banyol;nyow;gurau;ngelawak;;;;
bapak;;buya;bak;apak;mang;ayah;abah
baptis;;baptis;;;;;
bara;api;bagha;bayo;;;;
bara;nyow;baro ;bayo;;;;
barang;api;baghang;;;;;
barang;nyow;barang;;;;;
barangkali;api;kantu;kintu;;;;
barangkali;nyow;katteu;;;;;
barat;;barat;;;;;
baris;api;baghis;;;;;
baris;nyow;baris;;;;;
baru;api;ampai;baghu;bayyu;;;
baru;nyow;bareu;appai;;;;
bas;;bas;;;;;
basah;api;basoh;;;;;
basah;nyow;baseh;;;;;
basi;api;bayu;;;;;
basi;nyow;bayeu;;;;;
baskom;api;baskom;pan;;;;
baskom;nyow;pan;;;;;
basmi;api;basmi;ngebasmi;;;;
basmi;nyow;basmei;ngebasmei;;;;
basuh;api;basuh;ngebasuh;;;;
basuh;nyow;kinyau;;;;;
bata;api;bata;;;;;
bata;nyow;bato;;;;;
batak;;batak;;;;;
batal;;batal;;;;;
batalyon;;batalyon;;;;;
batang;api;batang;kayu;;;;
batang;nyow;batang;kayeu;;;;
batas;api;batos;watos;;;;
batas;nyow;bates;wates;;;;
baterai;;batre;batu belogh;;;;
bathil;;bathil;jahat;;;;
bathin;;bathin;;;;;
batih;;batih;;;;;
batik;;batik;;;;;
batok;api;sughu;;;;;
batok;nyow;sugheu;;;;;
batuk;api;mahyok;mohanyok;mehaggol;;;
batuk;nyow;mehayyek;mahyok;;;;
bau;;ambau;;;;;
baur;api;bawogh;campogh;;;;
baur;nyow;bawur;cappur;;;;
baut;;baut;;;;;
bawa;api;usung;batok;;;;
bawa;nyow;usung;bou;;;;
bawah;api;bah;doh;;;;
bawah;nyow;bah;deh;;;;
bawal;;bawal;;;;;
bawang;api;bawang;;;;;
bawang;nyow;jakkul;bawang;lasun;;;
bawel;api;cerewet;ceghiwit;;;;
bawel;nyow;ceriwit;ceghiwit;;;;
baya;api;baya;pantagh;;;;
baya;nyow;bayo;pattar;;;;
bayam;;ayum;;;;;
bayang;api;angon;engok;ingok;;;
bayang;nyow;angon;ingek;;;;
bayar;api;bayagh;;;;;
bayar;nyow;bayar;;;;;
bayi;api;sanak upi;;;;;
bayi;nyow;sanak upei;;;;;
bazar;;bazar;;;;;
bea;api;bea;;;;;
bea;nyow;beyo;;;;;
bebal;api;bengal;bengak;;;;
bebal;nyow;bebel;bengal;;;;
beban;;baban;;;;;
bebek;;itik;kitik;;;;
beberapa;api;pepigha;;;;;
beberapa;nyow;pepigho;;;;;
becak;;becak;bicak;;;;
becek;api;becek;licet;;;;
becek;nyow;becek;;;;;
becus;api;becus;benogh;;;;
becus;nyow;becus;bener;;;;
beda;api;bida;layin;;;;
beda;nyow;bido;layen;;;;
bedah;;bedah;;;;;
bedak;api;bedak;pupur;pupogh;;;
bedak;nyow;bedak;pupur;;;;
bedamai;api;bedami;;;;;
bedamai;nyow;bedamei;;;;;
bedaya;api;bedaya;;;;;
bedaya;nyow;bedayo;;;;;
bedeng;;bedeng;;;;;
bedil;;bedil;;;;;
beduk;;geduk;;;;;
begal;api;begal;;;;;
begal;nyow;bigal;;;;;
begini;api;gheji;gegoh;;;;
begini;nyow;penajo;gegeh ijo;;;;
begitu;aap;ngena;gegoh ghena;;;;
begitu;nyow;penano;gegeh ino;;;;
bejana;;bejana;;;;;
bejat;;bejat;;;;;
bekal;api;bekal;sangu;;;;
bekal;nyow;bekal;sangeu;;;;
bekam;api;bekom;;;;;
bekam;nyow;bekem;;;;;
bekas;;bekas;;;;;
bekatul;;bekatul;;;;;
beku;api;beku;;;;;
beku;nyow;bekeu;;;;;
bel;api;bel;lonceng;;;;
bel;nyow;bel;lucceng;;;;
bela;api;bila;;;;;
bela;nyow;bilo;;;;;
belah;;belah;;;;;
belai;;belai;sadak;usap;;;
belajar;api;belajagh;;;;;
belajar;nyow;belajar;;;;;
belaka;api;gawoh;;;;;
belaka;nyow;gaweh;;;;;
belakang;api;kudan;bughi;hoghe;juyu;;
belakang;nyow;belakang;juyu;;;;
belanda;api;belanda;;;;;
belanda;nyow;belando;;;;;
belang;;belang;;;;;
belanga;api;belanga;;;;;
belanga;nyow;belango;;;;;
belangko;;belangko;;;;;
belanja;api;belanja;;;;;
belanja;nyow;belanjo;;;;;
belantara;api;pullan balak;ghimba kuang;;;;
belantara;nyow;las beghak;;;;;
belaskasihan;api;meghemma;;;;;
belaskasihan;nyow;meremmo;;;;;
belasungkawa;;belasungkawa;;;;;
belati;api;lading;;;;;
belati;nyow;sekin;;;;;
belatung;;belatung;;;;;
belayar(berlayar);api;bulayagh;;;;;
belayar(berlayar);nyow;belayar;;;;;
belek;api;motoh;mutoh;;;;
belek;nyow;motoh;mutoh;muteh;;;
belencong;;belencong;;;;;
belenggu;api;belenggu;;;;;
belenggu;nyow;belenggeu;;;;;
belerang;api;beleghang;;;;;
belerang;nyow;belerang;;;;;
beli;api;beli;;;;;
beli;nyow;baya;;;;;
belia;api;bayo;;;;;
beliau;;beliau;ya;;;;
belibis;;belibis;;;;;
belimbing;;belimbing;;;;;
beling;api;beling;belin;;;;
beling;nyow;beling;;;;;
belit;;belit;belik;;;;
beliung;;beliung;;;;;
belok;api;biluk;nyippang;motogh;;;
belok;nyow;biluk;nyippang;muter;;;
belot;;belot;;;;;
beludru;api;beludghu;;;;;
beludru;nyow;beludreu;;;;;
belukar;api;belukagh;;;;;
belukar;nyow;beluker;;;;;
belum;api;mangkung;makkung;;;;
belum;nyow;lakkung;makkung;;;;
beluntas;;beluntas;;;;;
belut;;lindung;;;;;
benah;api;sapon;;;;;
benah;nyow;sapen;;;;;
benak;api;pikeghan;;;;;
benak;nyow;pikiran;;;;;
benalu;api;benalu;kayu numpang;;;;
benalu;nyow;benalu;kayou nuppang;;;;
benang;;benang;;;;;
benar;api;temon;benogh;;;;
benar;nyow;temen;bener;;;;
bencana;api;bencana;;;;;
bencana;nyow;bencano;;;;;
benda;;benda;;;;;
bendahara;;bendahara;;;;;
bendel;;bendel;;;;;
bendera;;bendera;;;;;
benderang;api;teghang;;;;;
benderang;nyow;terang;;;;;
bendi;;bendi;;;;;
bendungan;;bendungan;;;;;
bengal;api;bengol;;;;;
bengal;nyow;bengel;bebel;;;;
bengek;;bengek;mengek;;;;
bengis;;bengis;;;;;
bengkak;;bayoh;;;;;
bengkalai;api;mak teghawat;;;;;
bengkalai;nyow;lak terawat;;;;;
bengkel;api;bengkel;;;;;
bengkel;nyow;bengkel;bekkel;;;;
bengkok;api;bengkong;bungkuk;bukkuk;;;
bengkok;nyow;bukkuk;bekkong;;;;
bengong;;ngelamun;;;;;
benih;api;mulan;;;;;
benih;nyow;mulan;molan;;;;
bening;api;highang;hanning;;;;
bening;nyow;ighang;;;;;
benjol;api;benjol;buncul;;;;
benjol;nyow;benjul;buccul;;;;
bensin;;bensin;;;;;
bentak;api;bentak;haggop;;;;
bentak;nyow;bentak;;;;;
bentar;api;seghabbok;;;;;
bentar;nyow;seberai;;;;;
benteng;;benteng;;;;;
bentrok;api;ghigu;tegogh;;;;
bentrok;nyow;bentrok;;;;;
bentuk;api;bentuk;ghupa;;;;
bentuk;nyow;bentuk;ghupo;;;;
benua;;benua;;;;;
berada;api;wat;ngedok;;;;
berada;nyow;wat;ngemik;;;;
berai;api;beghai;pisah;;;;
berai;nyow;berai;pisah;pesah;;;
berak;;mising;;;;;
berakal;api;buakal;mikegh;;;;
berakal;nyow;beakal;mikir;;;;
berandal;;berandal;;;;;
berangkat;api;bughangkat;lapah;;;;
berangkat;nyow;berakkat;lapah;jemuhang;;;
berani;api;bani;;;;;
berani;nyow;banei;;;;;
berantakan;api;beghantakan;;;;;
berantakan;nyow;berantakan;berattakan;;;;
berantas;api;beghantas;;;;;
berantas;nyow;berattas;;;;;
berapa;api;pigha;;;;;
berapa;nyow;pigho;peghou;;;;
berapi;api;buapui;;;;;
berapi;nyow;beapui;;;;;
beras;;biyas;;;;;
berasa;api;bughasa;;;;;
berasa;nyow;beghasu;;;;;
berasap;api;buasok;;;;;
berasap;nyow;beasek;;;;;
berat;;biyak;;;;;
berbalik;api;bubalik;;;;;
berbalik;nyow;bebalik;;;;;
bercak;;bercak;;;;;
berenang;;langui;melangui;;;;
beres;api;beres;bighis;;;;
beres;nyow;beres ;biris;;;;
berewok;;bejambang;gudik;;;;
berhala;api;beghhala;;;;;
berhala;nyow;berhalo;;;;;
berhenti;api;beghadu;;;;;
berhenti;nyow;beghadeu;;;;;
beri;api;injuk;juk;keni;;;
beri;nyow;juk;kenei;;;;
beringas;api;beghingas;;;;;
beringas;nyow;beringas;;;;;
beringin;;beghingin;;;;;
berisik;api;gindok;beghisik;ghibut;;;
berisik;nyow;berisik;ghibut;;;;
berita;api;beghita;kabagh;;;;
berita;nyow;barito;kabar;;;;
berkas;;berkas;;;;;
berkat;api;berkat;ulah;ulih;;;
berkat;nyow;berkat;ulah;;;;
berlian;;berlian;;;;;
berniaga;;dagang;;;;;
berontak;api;beghuntak;;;;;
berontak;nyow;berontak;beruttak;;;;
bersih;api;beghsih;dawak;;;;
bersih;nyow;bersih;dawak;;;;
bersin;;bahan;bahhan;;;;
beruang;;gemul;;;;;
berudu;api;kati;;;;;
berudu;nyow;katei;;;;;
beruk;api;beghuk;kegho;;;;
beruk;nyow;beruk;kero;;;;
besan;;sabai;;;;;
besar;;balak;;;;;
besek;;besek;;;;;
beser;api;besegh;;;;;
beser;nyow;beser;;;;;
besi;api;besi;;;;;
besi;nyow;besei;;;;;
besok;api;jemoh;jimmoh;;;;
besok;nyow;jemeh;jemoh;;;;
betah;api;betah;keghasan;;;;
betah;nyow;betah;kerasan;;;;
betina;api;kelabai;bebai;;;;
betina;nyow;kelabai;sebai;;;;
betis;;betis;tuwot;;;;
betul;api;betul;temon;nihan;benogh;;
betul;nyow;betul;temen;bener;;;
betutu;api;ketutu;;;;;
betutu;nyow;ketuteu;;;;;
biadap;;biadap;;;;;
biang;;biang;;;;;
biar;api;kanah;tagan;kayak;;;
biar;nyow;tagen;kenai;;;;
biara;;biara;;;;;
biasa;api;biasa;;;;;
biasa;nyow;biaso;;;;;
biawak;api;alu;;;;;
biawak;nyow;aleu;;;;;
biaya;api;biaya;;;;;
biaya;nyow;biayo;;;;;
bibir;;bibegh;pepik;;;;
bibit;api;bibit;mulan;;;;
bibit;nyow;bibit;mulan;molan;;;
bicara;api;cawa;kicik;;;;
bicara;nyow;cawo;umung;;;;
bidadari;api;bidadaghi;;;;;
bidadari;nyow;bidadarei;;;;;
bidan;;bidan;;;;;
bidang;;bidang;;;;;
bidik;api;iwon;timang;tini;;;
bidik;nyow;iwen;timang;;;;
biduan;;biduan;;;;;
biduk;;biduk;;;;;
bijak;;bijak;;;;;
bijan;api;lengu;;;;;
bijan;nyow;lengeu;;;;;
biksu;;biksu;;;;;
bila;api;kilamon;kantu;kintu;;;
bila;nyow;katteu;;;;;
bilah;;bilah;;;;;
bilai;api;bilai;;;;;
bilai;nyow;bilai;bijai;;;;
bilangan;api;bilangan;angka;;;;
bilangan;nyow;bilangan;akko;;;;
bilas(membilas);api;bilas;ngebilas;ngelandok;;;
bilas(membilas);nyow;bilas;ngebilas;;;;
bilik;;bilik;;;;;
billahi;;billahi;;;;;
bimbang;api;bimbang;ghagu;;;;
bimbang;nyow;bimbang;rageu;;;;
bimbing;;bimbing;;;;;
bina;api;bina;ajagh;;;;
bina;nyow;bina;ajar;;;;
binei;;jalang;;;;;
binasa;api;binasa;;;;;
binasa;nyow;binaso;;;;;
binatang;;binatang;;;;;
bincang;api;cawa;kicik;;;;
